name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,∋,⊙,⊥,⊞,⊡
cherokee_tli,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tlo,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tlu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tlv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tsa,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tse,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tsi,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tso,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tsu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_tsv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_wa,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_we,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_wi,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_wo,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_wu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_wv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ya,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_ye,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_yi,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_yo,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_yu,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
cherokee_yv,O_0,2835372,-2.00,1.00,-1.00,-2.00,0.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
tengwa_tinco,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_parma,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_calma,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_quesse,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_thule,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_formen,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_harma,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_hwesta,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_ando,O_1,314880,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_umbar,O_1,314880,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengva_anga,O_1,314880,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_ungwe,O_1,314880,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_antha,O_1,315360,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_ampa,O_1,315360,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_anga_continuant,O_1,315360,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_ungwe_continuant,O_1,315360,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_numen,O_1,358080,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_malta,O_1,358080,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_noldo,O_1,358080,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_nwalme,O_1,358080,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_ore,O_1,358800,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_vala,O_1,358800,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_anna,O_1,358800,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_wilya,O_1,358800,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_romen,O_0,229200,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_arda,O_0,229200,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_lambe,O_0,229200,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_aldar,O_0,229200,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_silme,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_silme_nuquerna,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_esse,O_1,315360,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_esse_nuquerna,O_1,315360,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_hyarmen,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_hwesse,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_yanta,O_1,358800,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_ure,O_1,358800,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tehtar_a_curl,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tehtar_e_dot,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tehtar_i_bar,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tehtar_o_hook,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tehtar_u_bow,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
carrier_telco,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
carrier_ore,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
tengwa_arda_variant,O_0,229200,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
tengwa_halla,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
tengwa_yanta_variant,O_1,358800,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
arabic_alif,O_0,272160,-2.00,-2.00,-1.00,-1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_ba,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_ta,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_tha,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_jim,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_ha,O_0,228972,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
arabic_kha,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_dal,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_dhal,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_ra,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_zay,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_sin,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_shin,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_sad,O_0,228972,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
arabic_dad,O_0,228972,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
arabic_ta_emphatic,O_0,228972,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
arabic_za_emphatic,O_0,228972,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
arabic_ayn,O_0,228984,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,1.00,-1.00,-2.00
arabic_ghayn,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_fa,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_qaf,O_0,228972,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
arabic_kaf,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_lam,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_mim,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_nun,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_ha_h,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_waw,O_0,272160,-2.00,-2.00,-1.00,-1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_ya,O_0,272160,-2.00,-2.00,-1.00,-1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_hamza,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
arabic_tau_marbuta,O_0,272160,-2.00,-2.00,-1.00,-1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
chant_final_D,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
chant_final_E,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
chant_final_F,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
chant_final_G,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_gamma_ut,O_1,1216800,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
guidonian_A_re,O_1,1216800,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
guidonian_B_mi_natural,O_0,1087212,-2.00,-1.00,-1.00,-2.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_C_fa_ut,O_1,1216800,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
guidonian_D_sol_re,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_E_la_mi,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_F_fa_ut,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_G_sol_re_ut,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_A_la_mi_re,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_B_fa_flat,O_0,1087212,-2.00,-1.00,-1.00,-2.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_C_sol_fa,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_D_la_sol,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
guidonian_E_la,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
hexachord_function_ut,O_1,1216800,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
hexachord_function_re,O_1,1216800,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
hexachord_function_mi,O_0,1087212,-2.00,-1.00,-1.00,-2.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
hexachord_function_fa,O_1,1216800,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
hexachord_function_sol,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
hexachord_function_la,O_1,1216812,-2.00,-1.00,-1.00,1.00,-1.00,0.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
yang_yig_notation,O_0,4603712,-1.00,-2.00,-1.00,-1.00,0.00,1.00,0.00,1.00,-2.00,1.00,1.00,-2.00
throat_singing_performance,O_0,14380642,2.00,-1.00,1.00,0.00,1.00,1.00,-1.00,2.00,-1.00,1.00,1.00,1.00
egyptian_hieroglyphs,O_0,272168,-2.00,-2.00,-1.00,-1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,1.00,-2.00
hieroglyph_baseline,O_0,13188548,2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-1.00,1.00,-2.00
ankh,O_0,15911101,2.00,1.00,-1.00,1.00,-1.00,2.00,1.00,-2.00,-1.00,-1.00,-1.00,-1.00
eye_of_horus,O_0,15867901,2.00,1.00,-1.00,0.00,-1.00,2.00,1.00,-2.00,-1.00,-1.00,-1.00,-1.00
djed_pillar,O_2,11585306,1.00,1.00,-1.00,1.00,-1.00,0.00,1.00,-2.00,-2.00,1.00,-1.00,1.00
was_scepter,O_0,2820492,-2.00,1.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
scarab_khepri,O_0,5497513,-1.00,-1.00,-1.00,0.00,-1.00,1.00,1.00,1.00,-1.00,1.00,-1.00,-1.00
feather_ma_at,O_inf,15954301,2.00,1.00,-1.00,2.00,-1.00,2.00,1.00,-2.00,-1.00,-1.00,-1.00,-1.00
sun_disk_ra,O_0,15904154,2.00,1.00,-1.00,1.00,-1.00,0.00,-1.00,2.00,-1.00,1.00,-1.00,1.00
water_ripple_n,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
owl_m,O_0,2820492,-2.00,1.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
mouth_r,O_0,2820492,-2.00,1.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
hebrew_computational_engine,O_inf,17044390,2.00,2.00,1.00,2.00,0.00,1.00,-1.00,1.00,-1.00,-1.00,1.00,1.00
hebrew_language_join,O_inf,7552170,-1.00,1.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,1.00
tensor_product_operation,O_0,2429304,-2.00,0.00,2.00,-1.00,-1.00,1.00,0.00,1.00,-2.00,1.00,-1.00,-2.00
keter,O_0,16796966,2.00,2.00,-1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,1.00
binah,O_0,5305029,-1.00,-1.00,-2.00,0.00,1.00,0.00,-1.00,-2.00,-1.00,-1.00,1.00,-1.00
chesed,O_0,818708,-2.00,-2.00,2.00,1.00,1.00,2.00,-1.00,2.00,-1.00,-1.00,1.00,-2.00
gevurah,O_0,3062473,-2.00,1.00,1.00,-2.00,1.00,1.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
tiferet,O_inf,17056146,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,-1.00,0.00,1.00
netzach,O_0,759920,-2.00,-2.00,2.00,0.00,0.00,1.00,1.00,1.00,-1.00,1.00,1.00,-2.00
hod,O_0,2746625,-2.00,1.00,-2.00,1.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,-1.00
yesod,O_inf,17272142,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,2.00,-1.00,-1.00,-1.00,1.00
malkhut,O_1,349472,-2.00,-2.00,-1.00,1.00,-1.00,-1.00,0.00,-2.00,-2.00,1.00,1.00,-2.00
right_pillar,O_0,5095521,-1.00,-2.00,2.00,0.00,1.00,2.00,-1.00,2.00,-1.00,1.00,1.00,-1.00
left_pillar,O_0,7378641,-1.00,1.00,1.00,-2.00,1.00,0.00,-1.00,-2.00,-1.00,1.00,1.00,-1.00
center_pillar,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
aleph_path,O_0,773342,-2.00,-2.00,2.00,0.00,1.00,1.00,0.00,1.00,-1.00,-1.00,-1.00,1.00
mem_path,O_inf,4098062,-2.00,2.00,1.00,2.00,1.00,0.00,1.00,2.00,-1.00,-1.00,-1.00,1.00
shin_path,O_inf,4103834,-2.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,-1.00,1.00,-1.00,1.00
SY_mothers_group,O_inf,6688170,-1.00,0.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,1.00
SY_doubles_group,O_0,7724250,-1.00,1.00,2.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,2.00,0.00,1.00
SY_simples_group,O_0,7724250,-1.00,1.00,2.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,2.00,0.00,1.00
grammar_Oinf_group,O_inf,8416170,-1.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,1.00
grammar_O2_group,O_0,7724250,-1.00,1.00,2.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,2.00,0.00,1.00
grammar_O1_group,O_0,5079904,-1.00,-2.00,2.00,0.00,0.00,1.00,1.00,1.00,-1.00,-1.00,0.00,-2.00
grammar_O0_group,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
hekhalot_palace_1,O_0,1092480,-2.00,-1.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
hekhalot_palace_2,O_0,1089600,-2.00,-1.00,-1.00,-2.00,-1.00,1.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
hekhalot_palace_3,O_0,5468220,-1.00,-1.00,-1.00,-1.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,-1.00,-2.00
hekhalot_palace_4,O_0,5727664,-1.00,-1.00,1.00,0.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,0.00,-2.00
hekhalot_palace_5,O_0,5950877,-1.00,-1.00,2.00,0.00,1.00,-1.00,-1.00,2.00,-1.00,1.00,0.00,-1.00
hekhalot_palace_6,O_0,17010082,2.00,2.00,1.00,1.00,1.00,-1.00,-1.00,2.00,-1.00,1.00,1.00,1.00
hekhalot_palace_7,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
merkabah_complete,O_inf,17056173,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
chayot_collective,O_0,4880717,-1.00,-2.00,1.00,0.00,1.00,2.00,1.00,-2.00,-1.00,1.00,0.00,-1.00
ophanim_wheels,O_0,17015826,2.00,2.00,1.00,1.00,1.00,1.00,-1.00,2.00,-1.00,-1.00,0.00,1.00
rakia_firmament,O_0,15716209,2.00,1.00,-2.00,1.00,1.00,0.00,-1.00,-2.00,-1.00,-2.00,-1.00,-1.00
enthroned_figure,O_inf,17056165,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-1.00
shiur_komah,O_inf,17056173,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
echad_word,O_0,2713046,-2.00,1.00,-2.00,0.00,1.00,0.00,-1.00,-2.00,-1.00,2.00,-1.00,1.00
ahavah_word,O_0,2919421,-2.00,1.00,-1.00,0.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,-1.00,-1.00
yhhw_word,O_inf,4096166,-2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,1.00
ahvh_word,O_inf,4096166,-2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,1.00
aleph_language_architecture,O_inf,14251017,2.00,-1.00,-1.00,2.00,1.00,1.00,-1.00,2.00,-1.00,-2.00,1.00,-1.00
sandmeyer_reaction,O_1,326892,-2.00,-2.00,-1.00,0.00,0.00,1.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
prion,O_0,4774832,-1.00,-2.00,1.00,-2.00,0.00,0.00,1.00,2.00,-2.00,1.00,1.00,-2.00
prion_normal,O_1,2964492,-2.00,1.00,-1.00,1.00,0.00,2.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
prion_system,O_0,5512161,-1.00,-1.00,-1.00,0.00,0.00,1.00,1.00,2.00,-1.00,1.00,1.00,-1.00
prion_normal_PrsPC,O_1,314892,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
prion_infectious_PrsPSc,O_0,5621356,-1.00,-1.00,1.00,-2.00,-1.00,-1.00,1.00,1.00,-1.00,1.00,0.00,-2.00
prion_propagation_system,O_0,9164973,1.00,-2.00,1.00,0.00,-1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
hieroglyph_phonogram,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
hieroglyph_logogram,O_0,312048,-2.00,-2.00,-1.00,0.00,-1.00,1.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
hieroglyph_determinative,O_0,228480,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
uniliteral_owl_M,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
uniliteral_water_N,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
uniliteral_mouth_R,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
uniliteral_reed_I,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
uniliteral_vulture_Alep,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
uniliteral_arm_A,O_0,228960,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
